*******************************************************************************
 Revised: April 12, 2021               Jupiter                              599
 
 PHYSICAL DATA:
  Mass x 10^22 (g)      = 189818722 +- 8817 Density (g/cm^3)  = 1.3262 +- .0003
  Equat. radius (1 bar) = 71492+-4 km       Polar radius (km)     = 66854+-10
  Vol. Mean Radius (km) = 69911+-6          Flattening            = 0.06487
  Geometric Albedo      = 0.52              Rocky core mass (Mc/M)= 0.0261
  Sid. rot. period (III)= 9h 55m 29.71 s    Sid. rot. rate (rad/s)= 0.00017585
  Mean solar day, hrs   = ~9.9259         
  GM (km^3/s^2)         = 126686531.900     GM 1-sigma (km^3/s^2) =  +- 1.2732
  Equ. grav, ge (m/s^2) = 24.79             Pol. grav, gp (m/s^2) =  28.34
  Vis. magnitude V(1,0) = -9.40
  Vis. mag. (opposition)= -2.70             Obliquity to orbit    =  3.13 deg
  Sidereal orbit period = 11.861982204 y    Sidereal orbit period = 4332.589 d
  Mean daily motion     = 0.0831294 deg/d   Mean orbit speed, km/s= 13.0697
  Atmos. temp. (1 bar)  = 165+-5 K          Escape speed, km/s    =  59.5           
  A_roche(ice)/Rp       =  2.76             Hill's sphere rad. Rp = 740
                                 Perihelion   Aphelion     Mean
  Solar Constant (W/m^2)         56           46           51
  Maximum Planetary IR (W/m^2)   13.7         13.4         13.6
  Minimum Planetary IR (W/m^2)   13.7         13.4         13.6
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Thu May 18 21:42:47 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Jupiter (599)                   {source: jup365_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 2023-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2023-May-18 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : IAU_JUPITER                     {West-longitude positive}
Target radii    : 71492.0, 71492.0, 66854.0 km    {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: jup365_merged}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230517.p230810                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-17. PREDICTS-> 2023-AUG-09
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
******************************************************************************************************************************************************************************
 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
******************************************************************************************************************************************************************************
$$SOE
 2023-Jan-01 00:00     00 05 15.64 -00 49 57.5   -2.348   5.354  5.01039043810805  27.1773605   80.9114 /T   11.3080   0.3017926   64.615854   56.077069         n.a.     n.a.
 2023-Jan-02 00:00     00 05 42.11 -00 46 49.3   -2.341   5.354  5.02606609781957  27.1056378   80.0146 /T   11.2778   0.3083730   64.674447   55.348048         n.a.     n.a.
 2023-Jan-03 00:00     00 06 09.16 -00 43 37.6   -2.335   5.353  5.04169950209942  27.0289107   79.1204 /T   11.2450   0.3149129   64.730524   54.623037         n.a.     n.a.
 2023-Jan-04 00:00     00 06 36.78 -00 40 22.2   -2.329   5.353  5.05728656049118  26.9475474   78.2288 /T   11.2095   0.3213231   64.784255   53.909937         n.a.     n.a.
 2023-Jan-05 00:00     00 07 04.97 -00 37 03.3   -2.323   5.352  5.07282511481400  26.8586048   77.3399 /T   11.1715   0.3277127   64.836086   53.196272         n.a.     n.a.
 2023-Jan-06 00:00     00 07 33.72 -00 33 40.9   -2.316   5.352  5.08831061516679  26.7652899   76.4535 /T   11.1310   0.3339874   64.885904   52.493107         n.a.     n.a.
 2023-Jan-07 00:00     00 08 03.03 -00 30 15.1   -2.310   5.351  5.10373982710669  26.6634982   75.5696 /T   11.0880   0.3401718   64.934252   51.793885         n.a.     n.a.
 2023-Jan-08 00:00     00 08 32.88 -00 26 45.9   -2.305   5.351  5.11911001369648  26.5604203   74.6882 /T   11.0425   0.3462855   64.980470   51.104296         n.a.     n.a.
 2023-Jan-09 00:00     00 09 03.27 -00 23 13.3   -2.299   5.350  5.13441806364988  26.4494774   73.8093 /T   10.9946   0.3523045   65.025405   50.419235         n.a.     n.a.
 2023-Jan-10 00:00     00 09 34.19 -00 19 37.5   -2.293   5.350  5.14966147599131  26.3347042   72.9328 /T   10.9443   0.3582876   65.068672   49.738098         n.a.     n.a.
 2023-Jan-11 00:00     00 10 05.64 -00 15 58.4   -2.287   5.349  5.16483639087254  26.2146907   72.0587 /T   10.8916   0.3641502   65.110590   49.065966         n.a.     n.a.
 2023-Jan-12 00:00     00 10 37.61 -00 12 16.0   -2.282   5.349  5.17994090586219  26.0882986   71.1870 /T   10.8366   0.3700057   65.151203   48.392564         n.a.     n.a.
 2023-Jan-13 00:00     00 11 10.09 -00 08 30.5   -2.276   5.348  5.19497044733843  25.9569499   70.3176 /T   10.7792   0.3757481   65.190628   47.727539         n.a.     n.a.
 2023-Jan-14 00:00     00 11 43.08 -00 04 41.9   -2.271   5.347  5.20992194466700  25.8171968   69.4506 /T   10.7196   0.3814200   65.229180   47.063625         n.a.     n.a.
 2023-Jan-15 00:00     00 12 16.57 -00 00 50.3   -2.265   5.347  5.22479226372625  25.6761093   68.5858 /T   10.6578   0.3870082   65.266281   46.409474         n.a.     n.a.
 2023-Jan-16 00:00     00 12 50.56 +00 03 04.4   -2.260   5.346  5.23957857461280  25.5267879   67.7232 /T   10.5937   0.3925180   65.302631   45.756860         n.a.     n.a.
 2023-Jan-17 00:00     00 13 25.03 +00 07 02.1   -2.255   5.345  5.25427810213332  25.3741277   66.8629 /T   10.5274   0.3979845   65.337783   45.108565         n.a.     n.a.
